"word","freq"
"substation",37
"supplies",37
"unclear",37
"box",36
"communication",36
"explosionbomb",36
"feet",36
"first",36
"grocery",36
"leaf",36
"pump",36
"shot",36
"story",36
"telecommunication",36
"weapon",36
"diameter",35
"floors",35
"foot",35
"girls",35
"much",35
"place",35
"said",35
"tea",35
"barrels",34
"bathroom",34
"deep",34
"exterior",34
"housing",34
"mention",34
"motorbike",34
"personnel",34
"stations",34
"supermarket",34
"arms",33
"churches",33
"frontier",33
"synagogue",33
"tent",33
"tents",33
"bakery",32
"branch",32
"garbage",32
"however",32
"intelligence",32
"landed",32
"partial",32
"posts",32
"business",31
"engine",31
"field",31
"firearms",31
"gunfire",31
"infrastructure",31
"next",31
"side",31
"structures",31
"temple",31
"theater",31
"took",31
"vbied",31
"can",30
"community",30
"corps",30
"disrupted",30
"entire",30
"mining",30
"numerous",30
"serious",30
"smoke",30
"stadium",30
"system",30
"unit",30
"value",30
"cows",29
"detonate",29
"donkey",29
"due",29
"excavator",29
"explosives",29
"inch",29
"information",29
"islamic",29
"lot",29
"marks",29
"presidential",29
"provided",29
"radius",29
"rebels",29
"records",29
"rupees",29
"shelter",29
"state",29
"traveling",29
"cause",28
"computer",28
"fifty",28
"showroom",28
"storehouse",28
"television",28
"tendu",28
"villages",28
"voting",28
"belonging",27
"blasts",27
"coffee",27
"dealership",27
"exchange",27
"gun",27
"guns",27
"library",27
"mast",27
"seriously",27
"severe",27
"ship",27
"significantly",27
"usd",27
"utility",27
"afghan",26
"belongings",26
"carrier",26
"damaging",26
"fifteen",26
"isaf",26
"marketplace",26
"rear",26
"refinery",26
"regarding",26
"religious",26
"sources",26
"wide",26
"administrative",25
"automatic",25
"bazaar",25
"bullet",25
"devices",25
"gutted",25
"music",25
"roadside",25
"sheep",25
"source",25
"tax",25
"within",25
"ablaze",24
"animals",24
"bicycle",24
"blackouts",24
"civilians",24
"concrete",24
"created",24
"dozens",24
"explosiongrenade",24
"holes",24
"may",24
"mayors",24
"medicine",24
"pipelines",24
"russian",24
"suicide",24
"arsonmolotov",23
"attached",23
"barber",23
"boxes",23
"dollars",23
"electronic",23
"eleven",23
"estiamted",23
"freight",23
"mall",23
"official",23
"policemans",23
"second",23
"services",23
"stop",23
"sunni",23
"thirty",23
"trailer",23
"wells",23
"windshield",23
"without",23
"apartments",22
"central",22
"cocktail",22
"contents",22
"crude",22
"directorate",22
"dynamite",22
"explosionsbombs",22
"foodstuffs",22
"goats",22
"hand",22
"hours",22
"made",22
"suspended",22
"transformers",22
"agency",21
"border",21
"cameras",21
"facilities",21
"files",21
"governors",21
"hostel",21
"incurred",21
"jewelry",21
"pistols",21
"plantation",21
"received",21
"river",21
"square",21
"states",21
"boats",20
"cement",20
"check",20
"civil",20
"commercial",20
"courthouse",20
"cultural",20
"election",20
"funeral",20
"guest",20
"highway",20
"karaoke",20
"lobby",20
"quarters",20
"rounds",20
"academy",19
"areas",19
"ballot",19
"block",19
"cable",19
"caught",19
"chiefs",19
"destroying",19
"destruction",19
"dog",19
"indian",19
"international",19
"light",19
"lit",19
"location",19
"mausoleum",19
"metal",19
"minivan",19
"mosques",19
"muslim",19
"nations",19
"officer",19
"officials",19
"pistol",19
"red",19
"riding",19
"vessel",19
"bin",18
"books",18
"containers",18
"convenience",18
"customs",18
"fell",18
"generators",18
"half",18
"impact",18
"inflicted",18
"little",18
"loss",18
"perimeter",18
"pharmacy",18
"pipe",18
"specified",18
"thousand",18
"tomb",18
"uniforms",18
"union",18
"vandalized",18
"administration",17
"airlines",17
"away",17
"back",17
"chairs",17
"dormitory",17
"dozen",17
"established",17
"former",17
"gendarmerie",17
"gold",17
"hundreds",17
"kiosk",17
"kitchen",17
"knocked",17
"lamp",17
"mentioned",17
"others",17
"park",17
"parliament",17
"provincial",17
"resulting",17
"shrapnel",17
"spilled",17
"stall",17
"storefronts",17
"tore",17
"went",17
"wooden",17
"additionally",16
"assumed",16
"cables",16
"campaign",16
"cinema",16
"cost",16
"crane",16
"deputy",16
"diffused",16
"education",16
"emergency",16
"fishing",16
"gates",16
"general",16
"hardware",16
"hotels",16
"injured",16
"leaving",16
"located",16
"middle",16
"militants",16
"outdoor",16
"people",16
"prayer",16
"produce",16
"repair",16
"restaurants",16
"ripped",16
"roller",16
"shed",16
"shell",16
"shiite",16
"stand",16
"substantial",16
"toyota",16
"trees",16
"underconstruction",16
"valuables",16
"veranda",16
"voltage",16
"bomber",15
"boys",15
"cellular",15
"centimeters",15
"christian",15
"currency",15
"façade",15
"fires",15
"following",15
"hydroelectric",15
"jcb",15
"justice",15
"loader",15
"mercedes",15
"occured",15
"raided",15
"ranger",15
"ransacked",15
"relay",15
"trains",15
"trash",15
"upon",15
"vendors",15
"assault",14
"atms",14
"auto",14
"cart",14
"coach",14
"commission",14
"commuter",14
"crops",14
"days",14
"elctrical",14
"indicate",14
"installations",14
"institute",14
"loaded",14
"lorry",14
"mortars",14
"navy",14
"places",14
"planned",14
"properties",14
"released",14
"robbed",14
"shells",14
"shooting",14
"shut",14
"struck",14
"transmitter",14
"tunnel",14
"type",14
"vandalism",14
"various",14
"villa",14
"wires",14
"adjoining",13
"agricultural",13
"billion",13
"blasted",13
"chief",13
"clothing",13
"collapse",13
"congress",13
"considerable",13
"controlled",13
"driving",13
"explosionmine",13
"explosiontime",13
"express",13
"grid",13
"helicopters",13
"hut",13
"ignited",13
"landmine",13
"living",13
"lottery",13
"mill",13
"news",13
"newspaper",13
"nightclub",13
"paramilitary",13
"passing",13
"pub",13
"pumps",13
"put",13
"rest",13
"retail",13
"studio",13
"systems",13
"telecom",13
"thousands",13
"towns",13
"transportation",13
"turkish",13
"vans",13
"vegetable",13
"almost",12
"antenna",12
"assembly",12
"baht",12
"balcony",12
"bulldozers",12
"chemical",12
"crashed",12
"culvert",12
"development",12
"disarmed",12
"employees",12
"farmland",12
"forty",12
"fourteen",12
"gasoline",12
"grader",12
"guesthouse",12
"industrial",12
"liters",12
"locomotive",12
"merchandise",12
"mini",12
"minister",12
"mission",12
"new",12
"pipes",12
"placed",12
"plus",12
"pool",12
"port",12
"press",12
"rand",12
"recruitment",12
"riddled",12
"roofs",12
"satellite",12
"seminary",12
"seventeen",12
"south",12
"tire",12
"twentyfive",12
"victim",12
"wagons",12
"yard",12
"airline",11
"airplane",11
"brick",11
"bridges",11
"cab",11
"caliber",11
"camels",11
"catatumbo",11
"checkposts",11
"classroom",11
"claymore",11
"clear",11
"containing",11
"dam",11
"debris",11
"defense",11
"delivery",11
"directors",11
"explosionsgrenades",11
"extensively",11
"firearm",11
"flames",11
"foundation",11
"guards",11
"humvee",11
"involved",11
"jail",11
"jeeps",11
"kendu",11
"kiosks",11
"leader",11
"limited",11
"losses",11
"media",11
"member",11
"memorial",11
"mixer",11
"motorbikes",11
"movie",11
"owned",11
"planes",11
"planted",11
"plaza",11
"pounds",11
"probably",11
"production",11
"removed",11
"scorched",11
"secretariat",11
"sixteen",11
"soldiers",11
"stretch",11
"teller",11
"third",11
"training",11
"twostory",11
"ahmedabad",10
"airbase",10
"automobile",10
"backhoes",10
"bicycles",10
"bike",10
"booths",10
"camel",10
"clothes",10
"cocktails",10
"committee",10
"contained",10
"counter",10
"cross",10
"electoral",10
"employee",10
"engineering",10
"exact",10
"explosionland",10
"explosionsdynamite",10
"family",10
"farms",10
"firm",10
"flow",10
"full",10
"gallons",10
"garden",10
"garrison",10
"horses",10
"hummvee",10
"israeli",10
"laboratory",10
"leaders",10
"leaked",10
"mail",10
"missed",10
"monument",10
"motor",10
"municipality",10
"painted",10
"pillars",10
"quantity",10
"reportedly",10
"restroom",10
"runway",10
"sixty",10
"statue",10
"steel",10
"suv",10
"telephones",10
"trailers",10
"workshop",10
"yards",10
"abandoned",9
"affected",9
"ambulances",9
"associated",9
"asylum",9
"baghdad",9
"blackened",9
"bombers",9
"butcher",9
"cafeteria",9
"camera",9
"carriers",9
"coaches",9
"coal",9
"commanders",9
"companys",9
"derail",9
"destoryed",9
"disposal",9
"donkeys",9
"drilling",9
"drugs",9
"economy",9
"eighty",9
"energy",9
"estimates",9
"etc",9
"explosionrocket",9
"farmlands",9
"forest",9
"fort",9
"fruit",9
"head",9
"hujra",9
"indicated",9
"jet",9
"kia",9
"lamps",9
"laptop",9
"law",9
"lightly",9
"logging",9
"long",9
"mcdonalds",9
"minibuses",9
"moderate",9
"note",9
"opened",9
"parlor",9
"pay",9
"payloader",9
"petroleum",9
"platform",9
"presumably",9
"purification",9
"residents",9
"rpg",9
"sahwa",9
"salon",9
"scattered",9
"science",9
"secondary",9
"subway",9
"time",9
"toilet",9
"tribal",9
"wood",9
"works",9
"worship",9
"according",8
"ambush",8
"ancient",8
"authorities",8
"autorickshaw",8
"available",8
"awami",8
"banana",8
"bases",8
"beer",8
"boeing",8
"breaking",8
"broadcasting",8
"bulletproof",8
"carpet",8
"carriages",8
"casualties",8
"churchs",8
"command",8
"cooperative",8
"courtyard",8
"crash",8
"cumulatively",8
"day",8
"demolished",8
"disabled",8
"dismantled",8
"display",8
"domestic",8
"environmental",8
"excavators",8
"explosionparcel",8
"explosionplastic",8
"fast",8
"firebombs",8
"flag",8
"grain",8
"grounds",8
"holding",8
"hummer",8
"interrupted",8
"kalashnikov",8
"kurdistan",8
"laptops",8
"luxury",8
"mailboxes",8
"massive",8
"masts",8
"militia",8
"museum",8
"muslimowned",8
"naval",8
"negative",8
"network",8
"outages",8
"passengers",8
"physical",8
"portions",8
"possible",8
"presidents",8
"processing",8
"pumping",8
"raids",8
"razed",8
"reception",8
"recruiting",8
"report",8
"research",8
"reserve",8
"resource",8
"rice",8
"roads",8
"rubber",8
"sections",8
"segment",8
"sentry",8
"sets",8
"shattering",8
"shotgun",8
"slogans",8
"soccer",8
"soles",8
"sports",8
"staff",8
"statement",8
"sticks",8
"subsequent",8
"threewheeler",8
"tons",8
"totally",8
"tourist",8
"travel",8
"white",8
"world",8
"zone",8
"aid",7
"ambassadors",7
"ana",7
"arsons",7
"artillery",7
"bag",7
"board",7
"boards",7
"book",7
"camps",7
"campus",7
"cases",7
"casino",7
"catch",7
"caved",7
"cemetery",7
"centers",7
"checkpoints",7
"close",7
"collectively",7
"contractor",7
"corner",7
"cracked",7
"damged",7
"described",7
"eastern",7
"elementary",7
"elevator",7
"estate",7
"estimate",7
"explosiongrenades",7
"explosiontnt",7
"extinguished",7
"factories",7
"federal",7
"fields",7
"filling",7
"fund",7
"gambling",7
"godown",7
"graffiti",7
"grave",7
"group",7
"herd",7
"hydraulic",7
"ice",7
"immigration",7
"indeterminable",7
"inr",7
"interupted",7
"kurdish",7
"landing",7
"led",7
"localities",7
"lodge",7
"luggage",7
"manifold",7
"mausoleums",7
"mayor",7
"mazda",7
"meat",7
"ministers",7
"missile",7
"nearly",7
"northern",7
"nuclear",7
"paint",7
"palestinian",7
"panchayat",7
"peshmerga",7
"piece",7
"pillar",7
"portable",7
"premises",7
"printing",7
"project",7
"prosecutors",7
"quetzals",7
"quickly",7
"radar",7
"radios",7
"restrooms",7
"rollers",7
"round",7
"route",7
"sawmill",7
"shack",7
"shotguns",7
"shots",7
"shutters",7
"signal",7
"since",7
"solar",7
"spanish",7
"spray",7
"sprayed",7
"stairs",7
"still",7
"sufi",7
"sunk",7
"supreme",7
"suspension",7
"take",7
"taliban",7
"team",7
"telegraph",7
"temporarily",7
"though",7
"tipper",7
"top",7
"toppled",7
"torn",7
"transporting",7
"tubewell",7
"twentyfour",7
"twentytwo",7
"units",7
"vehiclego",7
"waiting",7
"walkietalkie",7
"wrecked",7
"abortion",6
"affairs",6
"agrarian",6
"agriculture",6
"ali",6
"american",6
"amisom",6
"andor",6
"archives",6
"association",6
"bags",6
"ballots",6
"barrack",6
"battery",6
"beauty",6
"belt",6
"billiard",6
"black",6
"bottom",6
"cabin",6
"came",6
"cards",6
"care",6
"carriage",6
"carts",6
"cathedral",6
"catholic",6
"centimeter",6
"chicken",6
"childrens",6
"chiles",6
"coast",6
"complete",6
"cotton",6
"cow",6
"crescent",6
"critically",6
"culture",6
"damagedseized",6
"democratic",6
"diesel",6
"diplomatic",6
"director",6
"dispensary",6
"disruption",6
"division",6
"doorway",6
"draft",6
"dumpers",6
"engines",6
"especially",6
"establishment",6
"experts",6
"exploration",6
"explosionfire",6
"explosionrpg",6
"fair",6
"farmhouse",6
"finance",6
"fish",6
"foodstuff",6
"football",6
"foreign",6
"francs",6
"governmentowned",6
"grass",6
"greatly",6
"green",6
"greenhouses",6
"gym",6
"held",6
"helipad",6
"honda",6
"household",6
"hull",6
"immediately",6
"independent",6
"iron",6
"known",6
"lab",6
"later",6
"leak",6
"levies",6
"lorries",6
"lumber",6
"masonry",6
"meeting",6
"mess",6
"millions",6
"mines",6
"ministrys",6
"mixing",6
"mixture",6
"molotov",6
"mule",6
"municipalities",6
"onto",6
"orange",6
"overpass",6
"overturned",6
"pakistan",6
"parenthood",6
"pavement",6
"peoples",6
"philippine",6
"plate",6
"possibly",6
"prevented",6
"propelled",6
"quarry",6
"rammed",6
"ranch",6
"region",6
"roadway",6
"running",6
"ruptured",6
"sacks",6
"safety",6
"scooter",6
"seat",6
"seventy",6
"shatter",6
"ships",6
"shoe",6
"sidewalk",6
"sleepers",6
"social",6
"spare",6
"spill",6
"splinters",6
"sri",6
"stage",6
"started",6
"stock",6
"stories",6
"sui",6
"surveillance",6
"syrian",6
"table",6
"teachers",6
"thermal",6
"thirteen",6
"throughout",6
"trade",6
"tree",6
"triggered",6
"upper",6
"vehiclewas",6
"vending",6
"vice",6
"villas",6
"wagon",6
"wave",6
"wheat",6
"wheeler",6
"wireless",6
"work",6
"workers",6
"additional",5
"aftermath",5
"aks",5
"antennas",5
"armed",5
"art",5
"assam",5
"assorted",5
"attempted",5
"automobiles",5
"barn",5
"barrier",5
"basement",5
"basra",5
"big",5
"blocks",5
"bombings",5
"boom",5
"break",5
"bricks",5
"brigade",5
"british",5
"busses",5
"cafes",5
"cano",5
"carried",5
"ceilings",5
"cellphones",5
"charred",5
"chechen",5
"chickens",5
"chinese",5
"chopper",5
"communist",5
"companies",5
"conference",5
"convoys",5
"creating",5
"crowded",5
"dented",5
"desks",5
"detail",5
"diplomat",5
"discovered",5
"disrupt",5
"dome",5
"drain",5
"dumper",5
"earth",5
"egyptian",5
"eighteen",5
"embassies",5
"explode",5
"explosionmortar",5
"flower",5
"flying",5
"found",5
"fragments",5
"gardens",5
"generating",5
"grains",5
"hair",5
"hardly",5
"historic",5
"holiday",5
"hub",5
"icrc",5
"idf",5
"important",5
"inches",5
"included",5
"industry",5
"inn",5
"internet",5
"iranian",5
"irrigation",5
"joint",5
"kalashnikovs",5
"khan",5
"khat",5
"launchers",5
"level",5
"log",5
"looting",5
"masjid",5
"melee",5
"microwave",5
"mile",5
"minitruck",5
"monastery",5
"mostly",5
"mosul",5
"movement",5
"munitions",5
"night",5
"nineteen",5
"numbers",5
"open",5
"orchard",5
"order",5
"outhouse",5
"pakistani",5
"palm",5
"panels",5
"passport",5
"per",5
"perpetrator",5
"plants",5
"plates",5
"playground",5
"policemen",5
"policemens",5
"population",5
"porch",5
"possessions",5
"poultry",5
"powerful",5
"protective",5
"quoted",5
"raid",5
"reconnaissance",5
"reconstruction",5
"recovered",5
"refineries",5
"regional",5
"registration",5
"registry",5
"rendering",5
"reservoir",5
"revolvers",5
"rickshaws",5
"roadblock",5
"sabotage",5
"saying",5
"scene",5
"seats",5
"senior",5
"seventyfive",5
"shock",5
"short",5
"spokeswoman",5
"stationary",5
"sudanese",5
"suspected",5
"tables",5
"targeting",5
"taxis",5
"teashop",5
"technical",5
"temporary",5
"textile",5
"thai",5
"threw",5
"tin",5
"trading",5
"trolley",5
"twentynine",5
"uaz",5
"underground",5
"unsuccessful",5
"vests",5
"video",5
"war",5
"watch",5
"watchtower",5
"womens",5
"yemeni",5
"youth",5
"yrd",5
"abbas",4
"abu",4
"accommodation",4
"accord",4
"affecting",4
"african",4
"aired",4
"alcohol",4
"algerian",4
"apart",4
"armoured",4
"armys",4
"asiacell",4
"ban",4
"bankrupted",4
"bars",4
"beach",4
"bedroom",4
"beneath",4
"bhu",4
"billboard",4
"billboards",4
"blaze",4
"blood",4
"boarding",4
"bombtnt",4
"booking",4
"bookstore",4
"bulletridden",4
"burning",4
"caño",4
"captains",4
"casued",4
"centre",4
"chamber",4
"channel",4
"chase",4
"cigarette",4
"citadel",4
"citibank",4
"coke",4
"colones",4
"communities",4
"compensation",4
"conditioning",4
"connected",4
"consisted",4
"constructed",4
"conveyor",4
"copies",4
"corolla",4
"cowshed",4
"craft",4
"cream",4
"cruiser",4
"dairy",4
"damageddestroyed",4
"dawlish",4
"den",4
"dish",4
"dispenser",4
"displaced",4
"dmaged",4
"doubt",4
"downtown",4
"drachmas",4
"drinking",4
"driven",4
"drove",4
"drugstore",4
"duty",4
"ecology",4
"economic",4
"either",4
"end",4
"engineers",4
"engulfed",4
"entry",4
"entryway",4
"escort",4
"european",4
"evacuation",4
"even",4
"exlposion",4
"explosionarson",4
"explosionlandmine",4
"explosionpipe",4
"explsoion",4
"extremely",4
"families",4
"fans",4
"farc",4
"farming",4
"ferry",4
"fiftyone",4
"fighting",4
"filled",4
"filtration",4
"firebomb",4
"flour",4
"fourth",4
"fourwheeldrive",4
"frames",4
"freed",4
"gaza",4
"german",4
"glasses",4
"governor",4
"greek",4
"greenhouse",4
"gunboats",4
"gunmen",4
"gwange",4
"hallway",4
"hangar",4
"heads",4
"healthcare",4
"heat",4
"homemade",4
"horse",4
"housed",4
"huge",4
"humanitarian",4
"husseiniya",4
"imam",4
"indeterminate",4
"intermittent",4
"iskandariya",4
"island",4
"israel",4
"jabir",4
"jackets",4
"journalist",4
"journalists",4
"jtf",4
"judge",4
"juice",4
"just",4
"kibbutz",4
"kidnapping",4
"kindergarten",4
"kirkuk",4
"labor",4
"laboratories",4
"lakh",4
"lanka",4
"launcher",4
"legs",4
"less",4
"lieutenant",4
"limon",4
"loaders",4
"logistics",4
"lose",4
"lpant",4
"machinegun",4
"makeshift",4
"manufacturing",4
"members",4
"men",4
"mens",4
"metro",4
"milk",4
"months",4
"motel",4
"nails",4
"newspapers",4
"notes",4
"nothing",4
"obgyn",4
"olive",4
"oneroom",4
"orthodox",4
"outlets",4
"owed",4
"pane",4
"pavilion",4
"peacekeeping",4
"pension",4
"percent",4
"pick",4
"pierced",4
"pilot",4
"plaster",4
"plastic",4
"point",4
"politicians",4
"prematurely",4
"prepetrators",4
"president",4
"pressure",4
"prisoners",4
"procession",4
"protection",4
"publicity",4
"punctured",4
"railways",4
"rangers",4
"real",4
"renault",4
"repairs",4
"republican",4
"resort",4
"restricted",4
"revenue",4
"rpgs",4
"saint",4
"saudi",4
"say",4
"scorch",4
"selling",4
"sent",4
"shards",4
"shariff",4
"shelters",4
"shrines",4
"shuttle",4
"sign",4
"ski",4
"skidder",4
"sleeper",4
"society",4
"somalia",4
"sound",4
"sprayer",4
"spread",4
"sprinkler",4
"stone",4
"stowed",4
"studios",4
"sugar",4
"surf",4
"teaching",4
"threatening",4
"threeroom",4
"threestory",4
"ticket",4
"ties",4
"timber",4
"times",4
"toll",4
"tourism",4
"transit",4
"travelling",4
"troops",4
"twentysix",4
"twentythree",4
"ukrainian",4
"underneath",4
"undoubtedly",4
"ural",4
"valuable",4
"valued",4
"vegetables",4
"vehiclet",4
"vendor",4
"videoke",4
"villagers",4
"walkietalkies",4
"warehouses",4
"weaponry",4
"welfare",4
"west",4
"western",4
"wheels",4
"whole",4
"wine",4
"womans",4
"workplaces",4
"abdul",3
"abdullah",3
"accident",3
"acres",3
"airliner",3
"airstrip",3
"already",3
"altar",3
"ambushed",3
"amex",3
"amounting",3
"amounts",3
"animal",3
"apc",3
"appears",3
"appliances",3
"arauca",3
"arch",3
"arena",3
"armory",3
"arsongasoline",3
"arsonmelee",3
"arsonpetrol",3
"ashes",3
"assistant",3
"assume",3
"attacker",3
"authority",3
"autorickshaws",3
"autoshop",3
"auxiliary",3
"ball",3
"bananas",3
"bandits",3
"barbed",3
"barbershop",3
"barrage",3
"battle",3
"bell",3
"bench",3
"bolero",3
"bolts",3
"bookshop",3
"breakdown",3
"brigadier",3
"broadcast",3
"bsf",3
"bsnl",3
"btr",3
"built",3
"cabinet",3
"canal",3
"cans",3
"captured",3
"carbines",3
"card",3
"cartridges",3
"case",3
"cctv",3
"cec",3
"cellar",3
"century",3
"chemicalacic",3
"chevron",3
"circuit",3
"cities",3
"citys",3
"claim",3
"claimed",3
"classes",3
"clerics",3
"clips",3
"closed",3
"closure",3
"collection",3
"combat",3
"commerce",3
"communique",3
"compactor",3
"compartment",3
"complexes",3
"compounds",3
"concert",3
"confiscated",3
"constabulary",3
"cooler",3
"coop",3
"corp",3
"cottage",3
"country",3
"couple",3
"covered",3
"cracks",3
"criminal",3
"crpf",3
"cumulative",3
"curtains",3
"customers",3
"daamged",3
"dance",3
"dean",3
"delays",3
"dental",3
"depots",3
"dept",3
"describe",3
"desk",3
"destroy",3
"detonator",3
"different",3
"diner",3
"dining",3
"dispensaries",3
"disrupting",3
"diyala",3
"double",3
"downed",3
"driver",3
"drug",3
"dumpster",3
"earthmoving",3
"east",3
"eightfootdeep",3
"embassys",3
"empty",3
"endowment",3
"enforcement",3
"ensuing",3
"entertainment",3
"environment",3
"establishments",3
"eur",3
"eurobank",3
"event",3
"evm",3
"explosioncharge",3
"explosiondynamitearson",3
"explosiongranade",3
"explosionmail",3
"explosionpetrol",3
"explosionsfire",3
"explosionsmines",3
"explosionsrockets",3
"explosionstime",3
"explosiontruck",3
"explosiveladen",3
"far",3
"fencing",3
"fertilizer",3
"fiftysix",3
"fighter",3
"financial",3
"firefight",3
"firing",3
"firms",3
"fivefoot",3
"fivestory",3
"flat",3
"flattened",3
"footdeep",3
"forced",3
"forestry",3
"fortyfive",3
"fortyone",3
"fueling",3
"furthermore",3
"globe",3
"golf",3
"governmentrun",3
"guard’s",3
"guestroom",3
"gunboat",3
"gymnasium",3
"halls",3
"halted",3
"hauler",3
"heating",3
"hens",3
"hijacked",3
"hilux",3
"historical",3
"hood",3
"hospitals",3
"hostages",3
"hour",3
"humvees",3
"hurja",3
"hurled",3
"immediate",3
"indonesian",3
"infantry",3
"initial",3
"insurance",3
"intended",3
"intersections",3
"jaffar",3
"jetliner",3
"judicial",3
"kabul",3
"kailash",3
"kazimiyah",3
"kenyan",3
"kfc",3
"khassadar",3
"khost",3
"koran",3
"laguna",3
"lankan",3
"leading",3
"league",3
"libyan",3
"lira",3
"locals",3
"locomotives",3
"lodging",3
"los",3
"lower",3
"madrassa",3
"magazine",3
